pairId,semanticA,semanticB,sourceSha256A,sourceSha256B,dimensionsA,dimensionsB,alphaBoundsA,alphaBoundsB,outlineDifferenceRatio,sourceNodeIdsA,sourceNodeIdsB,scopeA,scopeB,decision,reason,reviewSheet
NEAR-041,ui_frame_purple_orb__357x360,ui_frame_purple_orb__1428x1440,19fa40dd0088641f9dbe4b5d0199c1971173867e31250f850631aaea75d1495d,975f5f6b97ce1c4516840be13d8b04fb3079fb07cac65e5780c3769f5866e848,"[357, 360]","[1428, 1440]","[0, 0, 357, 360]","[0, 0, 1428, 1440]",0.000122,[],"[""I91:574;2:661"", ""I91:580;2:661"", ""I91:568;2:661"", ""2:661"", ""I2:669;2:661""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-042,equipment_inferno_dragon_sword__279x402,equipment_inferno_dragon_sword__557x803,701cc0a4519f66f347bfa1bfeca78111adeb56f08c7b8ff23fdd57be3b8992bb,eb9bad111646f83f89189a98531c92a13e8413fdfa0070a0167460ee122635d2,"[279, 402]","[557, 803]","[0, 0, 279, 402]","[0, 0, 557, 803]",0.003021,[],"[""80:1072""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-043,hero_turtle_warrior__454x405,hero_turtle_warrior__1815x1620,42507c5b58ee689177ecd740a547272be22ddac912dd5509115ddc8751c1c5c6,1c237ea3661612276711c5bb4548ebc78e58f176f0ce15edf1e3b2275338b1ca,"[454, 405]","[1815, 1620]","[0, 0, 454, 405]","[0, 0, 1815, 1620]",0.00061,[],"[""I30:1283;30:1265"", ""32:1310"", ""39:1365""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-044,background_grass_platform__754x329,background_grass_platform__377x165,c82b2020a1a80aa6f3468574256a11d2ab83ce0f72b8980d5866357d38b97dd0,d8de15452c0fa46c8a37ad473e8e7dc1968ae684866a84e22756540c11e715e4,"[754, 329]","[377, 165]","[0, 0, 754, 329]","[0, 0, 377, 165]",0.001495,"[""I89:1604;89:1446"", ""I89:1604;89:1453"", ""I89:1604;89:1455"", ""I89:1604;89:1456"", ""I89:1604;89:1458"", ""89:1446"", ""89:1453"", ""89:1455"", ""89:1456"", ""89:1458"", ""89:1524"", ""89:1527"", ""89:1530"", ""89:1533"", ""89:1536"", ""110:1215"", ""I109:602;110:1215"", ""I109:604;110:1215"", ""I109:606;110:1215"", ""I109:608;110:1215"", ""I109:610;110:1215"", ""I109:612;110:1215""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-045,enemy_toxic_slime__1654x1388,enemy_toxic_slime__414x347,8a5c6aaa363f8decbf070b5f41175355efc664ec509bb8f4b45fe03dcf0cce7a,79081d0800f29fae25497e3708402ac87f8dd59e1a1f5b85f840cb218e95f9a8,"[1654, 1388]","[414, 347]","[0, 0, 1654, 1388]","[0, 0, 414, 347]",0.001984,"[""37:1345""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-046,ui_panel_plain_navy__282x500,ui_panel_plain_navy__1126x2000,e5d2d4a82f9a6acb3838965f1867b8d33d1a08252f31e5004c9a0bba40ad196d,549d0c779f2822144d7764a6310959f442e5da74f168bc99f656dd25e1c86f68,"[282, 500]","[1126, 2000]","[0, 0, 282, 500]","[0, 0, 1126, 2000]",0.00354,[],"[""I2:116;2:535"", ""I2:173;2:535"", ""I2:420;2:535"", ""I106:555;2:535"", ""I89:1604;89:1436"", ""89:1436"", ""89:1733"", ""I88:1291;81:1252"", ""81:1252"", ""2:535""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-047,equipment_owl_mage_robe_crescent__611x673,equipment_owl_mage_robe_crescent__306x337,5c2251775dd57dc972cb0f98e9b52764c97a863303375f9d857b2d41ca192ac3,e5e02c5176e03ef85a2f5652e056b3782e66123287cd0a32114c337763b8199a,"[611, 673]","[306, 337]","[0, 0, 611, 673]","[0, 0, 306, 337]",0.003281,"[""80:1031""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-048,equipment_panda_monk_pants__269x284,equipment_panda_monk_pants__537x568,109edb53a67ef63dd336fdfd437d5c2c06f0ab910c899bbf779c28971fd6d71c,12b71755e44073179e9ce43ff6c826f1acf7944a17eb736712d270cc7d22c9e1,"[269, 284]","[537, 568]","[0, 0, 269, 284]","[0, 0, 537, 568]",0.002213,[],"[""80:1047""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_04.jpg
NEAR-049,equipment_elf_archer_bow__281x370,equipment_elf_archer_bow__561x739,cbcaa6827861b59d14c470c9b8eaa240707691e2026ab096377fe5182d8cbd0f,a30e81404c3dc97b2ee68f6c5fbd3b32eab1920b1a513ad314e6a01eb4193b05,"[281, 370]","[561, 739]","[0, 0, 281, 370]","[0, 0, 561, 739]",0.002899,[],"[""I80:937;80:911"", ""80:1009"", ""80:911""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-050,equipment_elf_archer_ring__536x516,equipment_elf_archer_ring__268x258,98b9a5ab596a9221fe731017d363a2fc1ac9114b1f788d025318907f938e98f5,af88cbd2afc8e9cc179d527c2ff18ade3c0189f453cd1fb8dd661f1ecf578089,"[536, 516]","[268, 258]","[0, 0, 536, 516]","[0, 0, 268, 258]",0.000397,"[""I80:951;80:911"", ""80:1012""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-051,ui_wheel_reward_illustration__1774x1837,ui_wheel_reward_illustration__444x460,c757cb792bc8baf2a2c615553f16fb3847dcfcee9e398932a0102b1bdcf5e35d,1d0e6293a99e923529b0431244a254b6c01eae3eb3d287ec896549be262d06c2,"[1774, 1837]","[444, 460]","[0, 0, 1774, 1837]","[0, 0, 444, 460]",0.002609,"[""I2:431;2:576"", ""I89:1314;2:576"", ""I80:1113;2:576"", ""I71:283;2:576"", ""I75:747;2:576"", ""2:576""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-052,reference_screen_equipment__852x1846,reference_screen_equipment__213x462,ad0a10c273cb5fa5c996ccd40e246d4acb14f7f1da055dda03a46883a354ea0d,3423c6d056774059983d6e751177da0ad0199cbeb36866dbe325bd5c84d61ceb,"[852, 1846]","[213, 462]","[0, 0, 852, 1846]","[0, 0, 213, 462]",0.0,"[""I109:594;203:12"", ""I109:602;109:594;203:12"", ""I109:604;109:594;203:12"", ""I109:606;109:594;203:12"", ""I109:608;109:594;203:12"", ""I109:610;109:594;203:12"", ""I109:612;109:594;203:12""]",[],UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-053,background_dungeon_goblin_strip__2172x724,background_dungeon_goblin_strip__272x91,b92b190517d730b27bba0316be20e7504fe1deeed7520cc7d308dc954d339900,8f34dd7492c368f63d21cd8549a86c2fb8d59199acd1069ce06d439ac749d9f7,"[2172, 724]","[272, 91]","[0, 0, 2172, 724]","[0, 0, 272, 91]",0.003906,"[""86:1267""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-054,branding_app_icon__314x314,branding_app_icon__1254x1254,b52a02fd910d38c610dd0124f4982efb39842615cb37f7e523b1150a12be5990,eff164e56bbfb81c3d34d3a082b360a8fda48689f03fd10a2dd81fbe67b19697,"[314, 314]","[1254, 1254]","[0, 0, 314, 314]","[0, 0, 1254, 1254]",0.0,[],"[""109:579""]",UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-055,background_castle_platform__236x418,background_castle_platform__941x1672,a272d540091baa70ebd7c1b2fc5da5cd1b857c03ae10eb19eeba5443fdd418fb,e06ac3ab5089d40a6fb5368d79c6742c77dc58df504753279a40886a91e8b77f,"[236, 418]","[941, 1672]","[0, 0, 236, 418]","[0, 0, 941, 1672]",0.003906,[],"[""90:1763"", ""I75:745;2:8""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-056,branding_hero_collage__1536x1024_variant2,branding_hero_collage__384x256_variant2,669960464d41fa191f0e7d967f1e0f73af8cb16b139591bbb616e84333f1c88f,455736138b1c22b93de7212c0bb67f62224ab7b00da8e73f1e090dce90612fa3,"[1536, 1024]","[384, 256]","[0, 0, 1536, 1024]","[0, 0, 384, 256]",0.0,"[""2:410"", ""91:558"", ""110:1166"", ""I109:602;110:1166"", ""I109:604;110:1166"", ""I109:606;110:1166"", ""I109:608;110:1166"", ""I109:610;110:1166"", ""I109:612;110:1166""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-057,enemy_fire_lizard__1562x1651,enemy_fire_lizard__391x413,a077a6307dd25d102c917f5c6f8585d6e8de991942805716c81e9e96cd3212d1,2aed58698d1dab1223cc1ecff3bfbfd1c14af195e0b126e48a6869274c682f73,"[1562, 1651]","[391, 413]","[0, 0, 1562, 1651]","[0, 0, 391, 413]",0.002792,"[""37:1343""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-058,reference_screen_battle__213x462,reference_screen_battle__852x1846,bacee1f5307f2343ef8ace3ca5920662f64715757f327093331397535996bbf0,7d4da292d491c12fb08bfb6b7d9ddfa1d31f182c04b65db66161adc2165062f8,"[213, 462]","[852, 1846]","[0, 0, 213, 462]","[0, 0, 852, 1846]",0.0,[],"[""I109:592;203:12"", ""I109:602;109:592;203:12"", ""I109:604;109:592;203:12"", ""I109:606;109:592;203:12"", ""I109:608;109:592;203:12"", ""I109:610;109:592;203:12"", ""I109:612;109:592;203:12""]",UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-059,decoration_raccoon_castle__314x314,decoration_raccoon_castle__1254x1254_variant2,759a86b217a88e7aaef39b92f25e4443cad6465ac598fb6fcd649f147e8139a4,ab0ddb1af853d6d13b16fb3d2aadfe1b71daf55ee00f0ed26040ba3d8964ff9e,"[314, 314]","[1254, 1254]","[0, 0, 314, 314]","[0, 0, 1254, 1254]",0.0,[],"[""I2:119;2:124"", ""2:124""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-060,boss_shadow_dragon__1974x1657,boss_shadow_dragon__494x415,e2953ae77e9a51b37e90cd4b86f351b2feb6afc31fcc3e3cfb6495436125c2c5,1106f1ac1991282b1f9b17d3b09be0391aa5fd2075bbbf1f1fcd28c1ecc79f78,"[1974, 1657]","[494, 415]","[0, 0, 1974, 1657]","[0, 0, 494, 415]",0.007339,"[""37:1352""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_05.jpg
NEAR-061,background_dungeon_shadow_strip__272x91,background_dungeon_shadow_strip__2172x724,340c82f0e860823d3113aa9a6fee0d00fb918ea6ddbb8081919a253c00fa8f42,1f7ab0bebbb3ed3b21331dcc86d4ac14024723a2d1efa65137a91fc5614cbfb9,"[272, 91]","[2172, 724]","[0, 0, 272, 91]","[0, 0, 2172, 724]",0.003906,[],"[""86:1271""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-062,equipment_lion_knight_chest__305x271,equipment_lion_knight_chest__610x541,d4e152e978d922e6a2a7222ba19c1c223f0f58ec2fb312de44d0764ea75e42f7,598c4d7bc8280446fda255b9e9eda3d479c834f5fa9c0734acdda7d19e71bfdd,"[305, 271]","[610, 541]","[0, 0, 305, 271]","[0, 0, 610, 541]",0.001846,[],"[""80:1041""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-063,equipment_turtle_warrior_ring_shell__257x244,equipment_turtle_warrior_ring_shell__514x487,7fc153bc4d367d6c58b217c1d6e4c00c85e6ab0056a682bde49ff7a96b0fc3ba,e8576841f93893ab28ad689536d7f90abe030c0c7bbeefb5782cf33d934e573b,"[257, 244]","[514, 487]","[0, 0, 257, 244]","[0, 0, 514, 487]",0.003937,[],"[""80:1076""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-064,portrait_fox_sorcerer__321x296,portrait_fox_sorcerer__642x592,03a8405529b1481f2ace9e741a086db0bd72c9638fdaa083432fbde624547e81,d608c9d77717224204b70af21c17a289e31ce75f95f9c06630f4e366fb42513d,"[321, 296]","[642, 592]","[0, 0, 321, 296]","[0, 0, 642, 592]",3.1e-05,[],"[""80:1085""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-065,ui_icon_gold_pile__284x291,ui_icon_gold_pile__1134x1163,09c840c3d2a7f2b2d96be8717ce6e82207d49765158760b01ac3032314411dc4,f373ee26848c020b27dfec819733065e3f89a2f648d93600d9f31843054d785d,"[284, 291]","[1134, 1163]","[0, 0, 284, 291]","[0, 0, 1134, 1163]",0.002502,[],"[""45:1433"", ""45:1438""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-066,equipment_inferno_dragon_spear__628x784,equipment_inferno_dragon_spear__314x392,fb0282768904c95ee2865418a040b3436651d06460ef2057bf5136a7e9985f26,5984dd98a0492c67b9b43cd560659b436a6638b9c2e3508e6089382a57f870bd,"[628, 784]","[314, 392]","[0, 0, 628, 784]","[0, 0, 314, 392]",7.6e-05,"[""80:1067""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-067,equipment_ice_fairy_ring_snowflake__484x545,equipment_ice_fairy_ring_snowflake__242x273,a1243c7cf24ce5647fb8790becc3adffd6977128fc1065e7553a4d9ef01063ff,5e60fd3a61fd3f6448be2db7f6e819876b620a74471ee908032c9d189bd01c63,"[484, 545]","[242, 273]","[0, 0, 484, 545]","[0, 0, 242, 273]",0.004471,"[""80:1037""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-068,enemy_bomb_goblin__1606x1561,enemy_bomb_goblin__402x391,5c8e84e8451eb51aaf077f1be720af1c8344c4328334f2c809fc33724bedbc99,8fe53d2ede6c8b9414c82ee60a0f34ca16887886225bac86c359c919b7510641,"[1606, 1561]","[402, 391]","[0, 0, 1606, 1561]","[0, 0, 402, 391]",0.004852,"[""37:1342""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-069,ui_panel_dark_square__1576x1595,ui_panel_dark_square__394x399,f403a505a25fafb7ccec28a4c3cbfb24b3bcfbfc34bc2e7426e59e6cfc5cf803,11fba0c719c29b6797d61aa95dba493c56cd73536b0d40c5df215390bdb09f55,"[1576, 1595]","[394, 399]","[0, 0, 1576, 1595]","[0, 0, 394, 399]",0.006271,"[""I19:1203;18:1188"", ""I19:1207;18:1188"", ""I19:1215;18:1188"", ""I19:1216;18:1188"", ""I89:1319;18:1188"", ""I89:1320;18:1188"", ""I89:1321;18:1188"", ""I89:1322;18:1188"", ""I89:1323;18:1188"", ""I80:1118;18:1188"", ""I80:1119;18:1188"", ""I80:1120;18:1188"", ""I80:1122;18:1188"", ""I71:288;18:1188"", ""I71:289;18:1188"", ""I71:290;18:1188"", ""I71:291;18:1188"", ""I75:752;18:1188"", ""I75:754;18:1188"", ""I75:755;18:1188"", ""I75:756;18:1188""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-070,equipment_ice_fairy_staff_snowflake__292x441,equipment_ice_fairy_staff_snowflake__583x881,ffc605be3b37c63ba73e8c656b5a661cbb75945759e8ff106a80d56afab06dce,ebb4bd85aed8cef85c92334c2eccdd7c2a6cb94a423cce02cb14d0d2fb51e74e,"[292, 441]","[583, 881]","[1, 0, 292, 441]","[0, 0, 583, 881]",0.005951,[],"[""80:1039""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-071,reference_screen_wheel__852x1846,reference_screen_wheel__213x462,e493d6e9023f582b495d9546f804256b76df38c71f35134f1cf79c90a5bf0e22,bfa0ae406ada05ed93b5bfb23af42c471093c298b39cc15a489a5a6c0c404382,"[852, 1846]","[213, 462]","[0, 0, 852, 1846]","[0, 0, 213, 462]",0.0,"[""I109:593;203:12"", ""I109:602;109:593;203:12"", ""I109:604;109:593;203:12"", ""I109:606;109:593;203:12"", ""I109:608;109:593;203:12"", ""I109:610;109:593;203:12"", ""I109:612;109:593;203:12""]",[],UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-072,portrait_owl_mage__621x592,portrait_owl_mage__311x296,256497d52f68a33ea62f2c07598065fef6d34f9753b5f1b89fa0dd70448274d1,4775250dab9b4622bf66fd8b0ff54fa43c8257c5c74317c9855bf45b2a6191cf,"[621, 592]","[311, 296]","[0, 0, 621, 592]","[0, 0, 311, 296]",0.000305,"[""80:1089""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_06.jpg
NEAR-073,equipment_bunny_assassin_axes__358x258,equipment_bunny_assassin_axes__715x516,6ff34a2deb7d7babf8a4e066572c54c0ab8839aa4a8d9f30621aa173b9e3bada,4d2217119003dfcd282ea5e0638373e1aa888e6b32e718060abb28d9251fa50f,"[358, 258]","[715, 516]","[0, 0, 358, 258]","[0, 0, 715, 516]",0.006516,[],"[""80:1025""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-074,background_forest_glade__941x1672,background_forest_glade__236x418,f3bbc4875317fad9598975b77346e2513741531b22dfa467c777e005eaba8109,da8df43c5572611186ab3957767c3936e732c1831b00f41f1e7fb4c200581f5e,"[941, 1672]","[236, 418]","[0, 0, 941, 1672]","[0, 0, 236, 418]",0.003906,"[""I71:280;2:8""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-075,equipment_elf_archer_hood_fur__342x357,equipment_elf_archer_hood_fur__684x714,0e2b606cbba2444f7badad8cd8800a6dfcff579a6ce9bb902ab669ca4bf89494,424fcfc05250385e412f7b4425c4536406f829f2579bf480032be484d3dbbb87,"[342, 357]","[684, 714]","[0, 0, 342, 357]","[0, 0, 684, 714]",6.1e-05,[],"[""80:1054""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-076,equipment_owl_mage_staff_crescent__197x396,equipment_owl_mage_staff_crescent__394x792,c1f67e4f7aef348ffb9b52b981a454a86d6eb185885e648ea0ba7876a67a3f01,aba0caa7ea277efe4f57e292d7ba07b5a9e22c493a36b612dc37024be32d7321,"[197, 396]","[394, 792]","[0, 0, 197, 396]","[0, 0, 394, 792]",0.0,[],"[""80:1027""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-077,equipment_inferno_dragon_chest__610x596,equipment_inferno_dragon_chest__305x298,cf224973a8cc35466a4e3d7e98198f7d2fe026d401cfddd02d52eba01761c92a,9b639aedca278894f415cf7d33eb7639403d3ebb956132023e2c58885f7bb565,"[610, 596]","[305, 298]","[0, 0, 610, 596]","[0, 0, 305, 298]",9.2e-05,"[""80:1068""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-078,relic_boar_mask__510x544,relic_boar_mask__255x272,4abd512905df1157258b66dc26f8561d140310942eb281c1f924034eebde9585,a3c693559f0fe82872dd11426ddf2c7901d2c28c3e08649ce13d09fda29f765f,"[510, 544]","[255, 272]","[0, 0, 510, 544]","[0, 0, 255, 272]",0.000137,"[""I73:475;73:436"", ""73:507""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-079,ui_wheel_outer_ring__1940x1924,ui_wheel_outer_ring__485x481,697e6fa6a8e039fe065106cd1d0c56c894a34aff3c375effdd7f7b4b06c22eb8,fa36255ad582bae23b73786a0122e41ebf8e9fe9c74294f1654ca6a2b69876f5,"[1940, 1924]","[485, 481]","[0, 0, 1940, 1924]","[0, 0, 485, 481]",7.6e-05,"[""91:575"", ""91:581"", ""91:569"", ""2:664"", ""2:670""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_07.jpg
NEAR-080,branding_banner__1672x941,branding_banner__418x236,70e485da918e2e379d6123d1bc749b64ab9695a05e57a68d128bad69dec74568,bb244b9c3d02a71bd76b62238957e20ec7768b89a9ba8ae5217d35af685acbf6,"[1672, 941]","[418, 236]","[0, 0, 1672, 941]","[0, 0, 418, 236]",0.003906,"[""109:580""]",[],UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_07.jpg
